국회의원코드,-,국회의원명,국회의원한자명,국회의원영문명,생일구분코드,생일일자,직책명,정당명,선거구명,선거구구분명,위원회명,소속위원회명,재선구분명,당선대수,성별,전화번호,국회의원이메일주소,국회의원홈페이지URL,보좌관,비서관,비서,약력,사무실 호실,국회의원사진
CC78321E,현직의원,최혁진,崔赫振,Choi. Hyuck-Jin,음,1970-05-02,위원,더불어민주연합,null,비례대표,법제사법위원회,법제사법위원회,초선,제22대,남,027849241,hjchoi3170@gmail.com,https://www.youtube.com/@최혁진TV,"강환성, 공웅재","안호범, 전병국","강경미, 최준영, 이제문, 김유정, 장용철",▲(현) 제22대 국회의원(비례대표) ▲(현) 제22대 국회 법제사법위원회 위원 ▲(전) 제22대 국회 외교통일위원회 위원 ▲(전) 더불어민주당 민주연구원 부원장 ▲(전) 자연드림 씨앗재단 상임이사 ▲(전) 원주밝음신협 이사 ▲(전) 강원의료복지사회적협동조합(구 원주의료생협) 부이사장 ▲(전) iN라이프케어연합회 사무총장 ▲(전) 한국보훈복지의료공단 상임이사 ▲(전) 한국사회적기업진흥원 본부장 ▲(전) 대통령실 경제수석실 비서관 ▲(전) 대통령실 일자리수석실 비서관,의원회관 317호,https://www.assembly.go.kr/static/portal/img/openassm/new/1d9a03dadae24c80b84c737608798be6.jpg
A0P4646G,현직의원,최형두,崔炯斗,CHOI HYUNGDU,음,1962-10-23,간사,미래통합당/국민의힘,경남 창원시마산합포구/경남 창원시마산합포구,지역구/지역구,"과학기술정보방송통신위원회, 예산결산특별위원회","과학기술정보방송통신위원회, 예산결산특별위원회",재선,"제21대, 제22대",남,02-784-1606,hellohappo@naver.com,https://blog.naver.com/choihd,"박재성, 최석우","김태환, 안준모","장대현, 김봉준, 주보라, 손예라, 유은지, 최수빈",■ 학력 &middot;1981.마산고등학교 &middot;1988.서울대학교 사회학 학사 &middot;2002.하버드대학교 대학원 행정학 석사  ■ 경력  &middot;2012~2013 국무총리실 공보실장  &middot;2013~2014 대통령비서실 홍보기획비서관  &middot;2014~2015 국회대변인  &middot;2020      미래통합당 원내대변인  &middot;2020.5    제21대 국회의원  &middot;2020.7    제21대 국회 전반기 예산결산특별위원회 위원  &middot;2020.7    제21대 국회 전반기 문화체육관광위원회 위원  ,의원회관 426호,https://www.assembly.go.kr/static/portal/img/openassm/new/1805fd8990824622aec468b87cc3bb87.jpg
XAB5157V,역대의원,최형우,崔炯佑,"Choi, Hyung-woo",음,1935-10-15,null,신민당/신민당/신민당/통일민주당/민주자유당/신한국당,경남 울산시울주구/경남 울산시울주구/경남 울산시울주구/부산 동래구을/부산 동래구을/부산 연제구,지역구/지역구/지역구/지역구/지역구/지역구,null,"경제의안정과성장에관한긴급명령심사특별위원회, 법제사법위원회, 상공위원회/예산결산특별위원회, 상공위원회, 내무위원회/상공위원회/건설위원회, 법제사법위원회, 재무위원회, 동력자원위원회, 국방위원회, 국회운영위원회/통일외무위원회, 국방위원회, 건설위원회/재정경제위원회, 행정자치위원회, 교육위원회, 통일외무위원회",6선,"제8대, 제9대, 제10대, 제13대, 제14대, 제15대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/XAB5157V.jpg
QD25323M,역대의원,최혜영,崔惠英,CHOI HYEYOUNG,음,1979-06-01,null,더불어시민당,비례대표,비례대표,null,null,초선,제21대,여,null,null,null,null,null,null,現 21대 국회의원 現 더불어민주당 원내대변인 現 보건복지위원회 위원 現 인구위기특별위원회 위원 現 연금개혁특별위원회 위원  現 더불어민주당 사회적참사TF 위원 現 더불어민주당 예산결산위원회 위원  現 더불어민주당 민생우선실천단 장애인권리보장팀 간사 現 더불어민주당 을지키는민생실천위원회 상임위원 現 더불어민주당 정치혁신위원회 위원  前 더불어민주당 원내부대표(4기) 前 더불어민주당 원내부대표(2기) 前 제21대 국회 전반기 운영위원회 위원 前 제21대 국회 전반기 여성가족위원회 위원 前 제21대 국회 후반기 예산결산특별위원회 위원 前 민주연구원 부원장 前 더불어민주당 미래주거추진단 위원 前 더불어민주당 민생경제 TF 위원 前 더불어민주당 조직강화특별위원회 위원 前 코로나19국난극복 상황실 위원 前 더불어민주당 중앙선거대책위원회 공동위원장 前 더불어민주당 중앙당선거관리위원회 위원 前 한국장애인식개선교육센터  　 사회적협동조합 이사장 前 휠체어 장애인 전용 의류모델 및 자문위원 前 강동대학교 사회복지행정과 교수 前 한국장애인식개선교육센터 　&lsquo;어울림&rsquo; 창단 및 센터장 역임,null,https://www.assembly.go.kr/static/portal/img/openassm/QD25323M.jpg
GIZ16849,역대의원,최훈,崔薰,Chol Fun,음,1928-07-08,null,신한민주당/평화민주당,서울 동대문구갑,전국구/지역구,null,"문교공보위원회/교육체육청소년위원회, 문교체육위원회, 예산결산특별위원회, 내무위원회, 문교공보위원회",재선,"제12대, 제13대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/GIZ16849.jpg
KFJ9834X,역대의원,최희송,崔熙松,null,음,1894-05-10,null,민주당/민주당/민주당/민주공화당,경북 대구시을/경북 2부,지역구/지역구/전국구/전국구,null,"내무위원회/교통체신위원회/법제사법위원회, 보건사회위원회, 내무위원회",4선,"제4대, 제5대, 제6대, 제7대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/KFJ9834X.jpg
DMN9743E,역대의원,최희준,崔喜準,"Choi, He-joon",음,1936-05-30,null,새정치국민회의,경기 안양시동안구갑,지역구,null,"국회운영위원회, 법제사법위원회, 예산결산특별위원회, 문화관광위원회, 제도개선특별위원회, 문화체육공보위원회",초선,제15대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/DMN9743E.jpg
G152611B,현직의원,추경호,秋慶鎬,CHOO KYUNGHO,양,1960-07-29,위원,새누리당/미래통합당/국민의힘,대구 달성군/대구 달성군/대구 달성군,지역구/지역구/지역구,정무위원회,정무위원회,3선,"제20대, 제21대, 제22대",남,02-784-8946,khchoo@assembly.go.kr,http://blog.naver.com/khchoo1224,"이은정, 한동엽","박세진, 정일상","안희준, 우춘화, 김선영, 김진억",1960년 7월 29일생    ■ 학력    - 대구 계성고    - 고려대 경영학과    - 美 오리건대학교 대학원 경제학 석사    - 행정고시 25회     ■ 경력      (전) 국민의힘 원내대표      (전) 부총리 겸 기획재정부 장관      (전) 국민의힘 대구광역시당 위원장      (전) 국민의힘 원내수석부대표       (전) 국회 운영위원회 간사      (전) 국회 예산결산특별위원회 간사      (전) 국회 기획재정위원회 간사      (전) 국민의힘 정책위원회 부의장       (전) 미래통합당 제3정책조정위원장        (전) 자유한국당 전략기획부총장      (전) 여의도연구원 원장      (전) 국무조정실장(장관급)      (전) 기획재정부 제1차관      (전) 금융위원회 부위원장      (전) 대통령실 경제금융비서관 겸                비상경제상황실장    ,의원회관 913호,https://www.assembly.go.kr/static/portal/img/openassm/new/c7d6cfa2eaa14041bb6408aba44ae0ab.png
URV1689Q,현직의원,추미애,秋美愛,CHOO MIAE,음,1958-10-23,위원,새정치국민회의/새천년민주당/통합민주당/민주통합당/더불어민주당/더불어민주당,서울 광진구을/서울특별시 광진구을/서울 광진구을/서울 광진구을/서울 광진구을/경기 하남시갑,지역구/지역구/지역구/지역구/지역구/지역구,"윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 산업통상자원중소벤처기업위원회","윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 산업통상자원중소벤처기업위원회",6선,"제15대, 제16대, 제18대, 제19대, 제20대, 제22대",여,02-784-1626,2026miae@gmail.com,https://blog.naver.com/choovision,"강동기, 김재형","김근민, 신혜인","김혁수, 김혜진, 김성용, 김민기, 한성현","제15, 16, 18, 19, 20, 22대 국회의원 (6선) 국회 법제사법위원회 위원장  ■ 학력 - 한양대학교 법학과 학사 - 연세대학교 경제대학원 석사  ■ 주요 경력 - 14기 사법연수원 수료 - 춘천&middot;인천&middot;전주지법/광주고법 판사 - 제15대 대선 김대중 대통령후보 유세단장 - 새천년민주당 김대중 총재 비서실장 - 새천년민주당 최고위원 - 제16대 대선 노무현 대통령후보 국민참여운동본부 본부장 - 국회 환경노동위원회 위원장 - 민주통합당 최고위원 - 제18대 대선 문재인 대통령후보 국민통합위원회 공통위원장 - 새정치민주연합 최고위원 - 더불어민주당 당대표 - 제19대 대선 문재인 대통령후보 상임선대위원장 - 제67대 법무부장관  [지역사무실] 경기도 하남시 대청로 11, 백천빌딩 502호 T: 031-794-4212 /  F: 031-795-4212",의원회관 701호,https://www.assembly.go.kr/static/portal/img/openassm/new/32d2f7972ee74ef08f87e39f7e0db0e7.jpg
XTB3104O,역대의원,추혜선,秋惠仙,CHU HYESEON,음,1971-01-15,null,정의당,비례대표,비례대표,null,"정무위원회, 여성가족위원회, 과학기술정보방송통신위원회, 미래창조과학방송통신위원회, 지방재정·분권 특별위원회, 예산결산특별위원회, 외교통일위원회",초선,제20대,여,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/XTB3104O.jpg
XJC13432,역대의원,태영호,太永浩,TAE YONGHO,음,1962-07-25,null,미래통합당,서울 강남구갑,지역구,null,null,초선,제21대,남,null,null,null,null,null,null,2023. 11. ~ 현재  제21대 외교통일위원회 간사 2023. 03. ~ 05. : 국민의힘 최고위원 2022. 10. ~ 2023. 3. : 제21대 외교통일위원회 간사 2022. 6. ~ 2023. 2. : 국민의힘 국제위원회 위원장 2021. 6. ~ 2022. 4. : 국민의힘 원내부대표 2020. 5. ~ 제21대 국회의원 2017 ~ 2018 : 국가안보전략원 자문연구위원 2016. 7.  : 대한민국 망명 2013 ~ 2016 : 영국주재 북한대사관 공사 2008 ~ 2013 : 북한외무성 유럽국 부국장 2004 ~ 2008 : 영국주재 북한 대사관 참사 1998 ~ 2000 : 스웨덴주재 북한대사관 2등 서기관 1996 ~ 1998 : 덴마크주재 북한대사관 3등 서기관 1984 ~ 1988 : 베이징외국어대학 영문학부 1980 ~ 1984 : 평양국제관계대학 ,null,https://www.assembly.go.kr/static/portal/img/openassm/XJC13432.jpg
ND45841V,역대의원,태완선,太完善,null,음,1915-01-20,null,무소속/민주당/유신정우회,강원 영월/강원 영월군,지역구/지역구/통일주체국민회의,null,상공위원회/경제과학위원회,3선,"제2대, 제5대, 제10대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/ND45841V.jpg
OCW9821N,역대의원,편용호,片鎔浩,null,음,1928-01-20,null,신민당/신민당,null,전국구/전국구,null,"문교공보위원회, 재정경제위원회, 내무위원회/보건사회위원회, 재무위원회, 경제과학위원회, 국회상임위원회위원정수에관한규칙중개정안기초특별위원회",재선,"제7대, 제8대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/OCW9821N.jpg
N464714Y,역대의원,편정희,片貞姬,null,음,1818-10-22,null,민주공화당,null,전국구,null,보건사회위원회,초선,제8대,여,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/N464714Y.jpg
5HK7187K,역대의원,표양문,表良文,null,음,1907-05-15,null,자유당,경기 인천병,지역구,null,null,초선,제3대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/5HK7187K.jpg
EX94352K,역대의원,표창원,表蒼園,PYO CHANGWON,음,1966-05-03,null,더불어민주당,경기 용인시정,지역구,null,"국회운영위원회, 사법개혁 특별위원회, 여성가족위원회, 예산결산특별위원회, 법제사법위원회, 감사원장(최재형) 임명동의에 관한 인사청문특별위원회, 재난안전 대책 특별위원회, 행정안전위원회, 교육문화체육관광위원회, 안전행정위원회, 윤리특별위원회",초선,제20대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/EX94352K.jpg
2I01723P,역대의원,표현태,表鉉台,null,음,1903-09-04,null,대한독립촉성국민회,경남 거창,지역구,null,null,초선,제헌,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/2I01723P.jpg
2502554M,역대의원,하경근,河璟根,"Har, Kyoung-kun",음,1932-04-01,null,민주당,null,전국구,null,"통상산업위원회, 국방위원회, 윤리특별위원회",초선,제15대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/2502554M.jpg
VJ92042J,역대의원,하근수,河根壽,Ha Keun-soo,음,1941-07-04,null,민주당,인천 남구을,지역구,null,"예산결산특별위원회, 건설교통위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 건설위원회, 국회운영위원회",초선,제14대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/VJ92042J.jpg
